season,team,GP,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,xGF,xGA,xGF%,SCF,SCA,SCF%,SCSF,SCSA,SCSF%,SCGF,SCGA,SCGF%,SCSH%,SCSV%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,made_playoffs,round_reached
2013:2014,Washington Capitals,82,5037.1,4522,4975,47.62,3365,3764,47.2,2413,2751,46.73,209.62,230.21,47.66,2074,2278,47.66,1279,1384,48.03,171,184,48.17,13.37,86.71,771,860,47.27,585,631,48.11,109,106,50.7,18.63,83.2,1303,1418,47.89,694,753,47.96,62,78,44.29,8.93,89.64,2103,2343,47.3,1063,1291,45.16,52,43,54.74,4.89,96.67,9.32,91.68,1.01,0,0
2013:2014,Vancouver Canucks,82,5007.85,4807,4491,51.7,3558,3274,52.08,2527,2328,52.05,209.2,209.51,49.96,2126,2137,49.87,1194,1231,49.24,145,179,44.75,12.14,85.46,871,817,51.6,618,579,51.63,100,119,45.66,16.18,79.45,1255,1320,48.74,576,652,46.91,45,60,42.86,7.81,90.8,2250,2029,52.58,1201,1028,53.88,43,32,57.33,3.58,96.89,7.56,90.72,0.983,0,0
2013:2014,Toronto Maple Leafs,82,5007.2333,4265,5508,43.64,3157,4230,42.74,2292,2945,43.77,197.77,253.13,43.86,1903,2404,44.18,1182,1423,45.37,177,203,46.58,14.97,85.73,719,929,43.63,549,670,45.04,108,124,46.55,19.67,81.49,1184,1475,44.53,633,753,45.67,69,79,46.62,10.9,89.51,2063,2744,42.92,1043,1423,42.3,39,44,46.99,3.74,96.91,9.69,91.44,1.011,0,0
2013:2014,Tampa Bay Lightning,82,5012.9333,4478,4527,49.73,3443,3406,50.27,2447,2399,50.5,204.13,208.13,49.52,2144,2095,50.58,1332,1315,50.32,190,176,51.91,14.26,86.62,809,804,50.15,600,607,49.71,117,111,51.32,19.5,81.71,1335,1291,50.84,732,708,50.83,73,65,52.9,9.97,90.82,2065,2103,49.54,1059,1014,51.09,39,28,58.21,3.68,97.24,9.48,91.29,1.008,1,1
2013:2014,Anaheim Ducks,82,4990.8833,4707,4678,50.15,3588,3436,51.08,2569,2354,52.18,242.55,222.87,52.11,2327,2221,51.17,1433,1299,52.45,218,180,54.77,15.21,86.14,1021,907,52.96,778,689,53.03,156,131,54.36,20.05,80.99,1306,1314,49.85,655,610,51.78,62,49,55.86,9.47,91.97,2069,2143,49.12,1050,978,51.78,40,22,64.52,3.81,97.75,10.24,91.38,1.016,1,2
2013:2014,Boston Bruins,82,4978.8167,4838,4278,53.07,3600,3227,52.73,2613,2385,52.28,211.66,186.89,53.11,2133,1906,52.81,1288,1170,52.4,202,134,60.12,15.68,88.55,817,745,52.3,631,593,51.55,143,85,62.72,22.66,85.67,1316,1161,53.13,657,577,53.24,59,49,54.63,8.98,91.51,2328,2050,53.17,1217,1087,52.82,50,35,58.82,4.11,96.78,9.87,92.83,1.027,1,2
2013:2014,Buffalo Sabres,82,4994.4667,3924,5121,43.38,2935,3883,43.05,2157,2817,43.37,180.99,247.79,42.21,1685,2379,41.46,1039,1483,41.2,124,191,39.37,11.93,87.12,777,979,44.25,594,729,44.9,93,118,44.08,15.66,83.81,908,1400,39.34,445,754,37.11,31,73,29.81,6.97,90.32,1903,2351,44.73,1030,1266,44.86,23,46,33.33,2.23,96.37,6.95,91.37,0.983,0,0
2013:2014,Carolina Hurricanes,82,4979.15,4929,4694,51.22,3619,3598,50.15,2561,2537,50.24,234.38,233.36,50.11,2175,2206,49.65,1265,1308,49.16,154,186,45.29,12.17,85.78,898,959,48.36,646,681,48.68,91,135,40.27,14.09,80.18,1277,1247,50.59,619,627,49.68,63,51,55.26,10.18,91.87,2348,2140,52.32,1216,1150,51.39,47,35,57.32,3.87,96.96,8.0,91.09,0.991,0,0
2013:2014,Columbus Blue Jackets,82,4976.7,4445,4424,50.12,3336,3343,49.95,2431,2524,49.06,206.83,200.07,50.83,2008,1896,51.43,1208,1207,50.02,187,170,52.38,15.48,85.92,831,775,51.74,637,612,51.0,132,112,54.1,20.72,81.7,1177,1121,51.22,571,595,48.97,55,58,48.67,9.63,90.25,2039,2087,49.42,1160,1230,48.54,34,42,44.74,2.93,96.59,9.26,91.52,1.008,1,1
2013:2014,Calgary Flames,82,4995.05,4243,4744,47.21,3124,3321,48.47,2199,2347,48.37,194.04,211.62,47.83,1856,2118,46.7,1136,1244,47.73,164,188,46.59,14.44,84.89,735,844,46.55,565,655,46.31,104,127,45.02,18.41,80.61,1121,1274,46.81,571,589,49.22,60,61,49.59,10.51,89.64,2052,2232,47.9,1004,1021,49.58,37,44,45.68,3.69,95.69,9.19,89.86,0.99,0,0
2013:2014,Chicago Blackhawks,82,5007.45,4905,4036,54.86,3637,3013,54.69,2717,2229,54.93,225.03,193.51,53.76,2216,1802,55.15,1405,1123,55.58,207,164,55.8,14.73,85.4,925,757,54.99,749,597,55.65,158,99,61.48,21.09,83.42,1291,1045,55.27,656,526,55.5,49,65,42.98,7.47,87.64,2243,1919,53.89,1239,1034,54.51,50,46,52.08,4.04,95.55,9.61,90.49,1.001,1,3
2013:2014,Colorado Avalanche,82,5002.9333,4313,4943,46.6,3249,3741,46.48,2421,2678,47.48,212.87,236.66,47.35,2014,2248,47.25,1275,1389,47.86,191,174,52.33,14.98,87.47,860,992,46.44,656,745,46.82,131,136,49.06,19.97,81.74,1154,1256,47.88,619,644,49.01,60,38,61.22,9.69,94.1,1881,2226,45.8,1060,1207,46.76,51,39,56.67,4.81,96.77,10.12,91.93,1.021,1,1
2013:2014,Dallas Stars,82,4991.2833,4954,4746,51.07,3706,3536,51.17,2599,2492,51.05,250.46,233.65,51.74,2423,2281,51.51,1441,1393,50.85,193,178,52.02,13.39,87.22,978,955,50.59,703,712,49.68,135,114,54.22,19.2,83.99,1445,1326,52.15,738,681,52.01,58,64,47.54,7.86,90.6,2140,2036,51.25,1079,1027,51.23,32,40,44.44,2.97,96.11,8.89,91.09,1.0,1,1
2013:2014,Winnipeg Jets,82,5013.05,4762,4713,50.26,3543,3457,50.61,2516,2473,50.43,229.62,229.24,50.04,2085,2085,50.0,1277,1284,49.86,179,185,49.18,14.02,85.59,895,892,50.08,668,667,50.04,114,132,46.34,17.07,80.21,1190,1193,49.94,609,617,49.67,65,53,55.08,10.67,91.41,2209,2147,50.71,1148,1093,51.23,38,46,45.24,3.31,95.79,8.7,90.66,0.994,0,0
2013:2014,Detroit Red Wings,82,5026.4333,4360,4213,50.86,3378,3199,51.36,2456,2402,50.56,204.83,198.14,50.83,1917,1864,50.7,1241,1207,50.69,185,179,50.82,14.91,85.17,743,797,48.25,580,636,47.7,111,118,48.47,19.14,81.45,1174,1067,52.39,661,571,53.65,74,61,54.81,11.2,89.32,2074,1983,51.12,1127,1110,50.38,30,37,44.78,2.66,96.67,8.84,90.8,0.996,1,1
2013:2014,Florida Panthers,82,4996.8667,4467,4402,50.37,3404,3420,49.88,2451,2551,49.0,206.68,220.67,48.36,2038,2083,49.45,1275,1387,47.9,156,214,42.16,12.24,84.57,759,879,46.34,579,693,45.52,99,148,40.08,17.1,78.64,1279,1204,51.51,696,694,50.07,57,66,46.34,8.19,90.49,2107,2038,50.83,1095,1115,49.55,30,46,39.47,2.74,95.87,7.67,89.73,0.974,0,0
2013:2014,Los Angeles Kings,82,5001.3833,5067,4032,55.69,3783,3105,54.92,2595,2150,54.69,237.74,198.87,54.45,2175,1822,54.42,1281,1077,54.33,159,131,54.83,12.41,87.84,892,783,53.25,646,584,52.52,102,93,52.31,15.79,84.08,1283,1039,55.25,635,493,56.29,57,38,60.0,8.98,92.29,2427,1904,56.04,1211,994,54.92,34,32,51.52,2.81,96.78,7.63,92.19,0.998,1,5
2013:2014,Minnesota Wild,82,5020.0333,4078,4314,48.59,3041,3188,48.82,2181,2273,48.97,185.6,184.78,50.11,1807,1778,50.4,1071,1034,50.88,159,155,50.64,14.85,85.01,727,690,51.31,541,518,51.09,107,104,50.71,19.78,79.92,1080,1088,49.82,530,516,50.67,52,51,50.49,9.81,90.12,1926,2114,47.67,1043,1162,47.3,39,36,52.0,3.74,96.9,9.12,91.29,1.004,1,2
2013:2014,Montreal Canadiens,82,4991.65,4452,5013,47.04,3273,3522,48.17,2331,2542,47.84,216.38,225.41,48.98,1961,2239,46.69,1147,1302,46.84,171,170,50.15,14.91,86.94,886,890,49.89,650,625,50.98,115,114,50.22,17.69,81.76,1075,1349,44.35,497,677,42.33,56,56,50.0,11.27,91.73,2086,2292,47.65,1093,1142,48.9,35,27,56.45,3.2,97.64,8.97,92.09,1.011,1,3
2013:2014,New Jersey Devils,82,5014.6,4045,3649,52.57,3032,2800,51.99,2200,2089,51.29,191.74,179.43,51.66,1933,1714,53.0,1205,1078,52.78,157,144,52.16,13.03,86.64,762,650,53.97,586,519,53.03,97,91,51.6,16.55,82.47,1171,1064,52.39,619,559,52.55,60,53,53.1,9.69,90.52,1841,1659,52.6,952,918,50.91,37,44,45.68,3.89,95.21,8.95,90.67,0.996,0,0
2013:2014,Nashville Predators,82,4989.9,4240,4556,48.2,3241,3326,49.35,2382,2370,50.13,195.37,191.1,50.55,1857,1899,49.44,1188,1158,50.64,176,193,47.7,14.81,83.33,751,694,51.97,581,510,53.25,124,115,51.88,21.34,77.45,1106,1205,47.86,607,648,48.37,52,78,40.0,8.57,87.96,1985,2162,47.87,1087,1120,49.25,33,38,46.48,3.04,96.61,8.98,90.17,0.992,0,0
2013:2014,New York Islanders,82,5015.7833,4730,4727,50.02,3468,3485,49.88,2537,2465,50.72,242.86,238.33,50.47,2411,2388,50.24,1498,1425,51.25,172,220,43.88,11.48,84.56,1052,1015,50.9,811,765,51.46,117,163,41.79,14.43,78.69,1359,1373,49.74,687,660,51.0,55,57,49.11,8.01,91.36,1897,1929,49.58,944,949,49.87,39,35,52.7,4.13,96.31,8.51,89.41,0.979,0,0
2013:2014,New York Rangers,82,4966.8,4974,4431,52.89,3712,3312,52.85,2719,2412,52.99,245.05,219.55,52.74,2362,2086,53.1,1451,1288,52.98,176,155,53.17,12.13,87.97,1058,904,53.92,781,694,52.95,119,115,50.85,15.24,83.43,1304,1182,52.45,670,594,53.01,57,40,58.76,8.51,93.27,2200,1992,52.48,1176,1040,53.07,34,34,50.0,2.89,96.73,7.87,92.12,1.0,1,4
2013:2014,Ottawa Senators,82,5008.7,5032,4787,51.25,3784,3832,49.68,2692,2850,48.57,221.0,238.67,48.08,2058,2150,48.91,1237,1353,47.76,179,206,46.49,14.47,84.77,784,926,45.85,591,708,45.5,111,142,43.87,18.78,79.94,1274,1224,51.0,646,645,50.04,68,64,51.52,10.53,90.08,2579,2300,52.86,1381,1391,49.82,50,48,51.02,3.62,96.55,8.51,90.95,0.995,0,0
2013:2014,Philadelphia Flyers,82,4991.6833,4776,4622,50.82,3495,3422,50.53,2490,2508,49.82,221.2,213.22,50.92,1964,2029,49.19,1159,1207,48.99,178,178,50.0,15.36,85.25,789,766,50.74,581,569,50.52,110,122,47.41,18.93,78.56,1175,1263,48.2,578,638,47.53,68,56,54.84,11.76,91.22,2277,2187,51.01,1174,1191,49.64,44,45,49.44,3.75,96.22,9.36,90.95,1.003,1,1
2013:2014,Phoenix Coyotes,82,5016.35,4705,4636,50.37,3497,3506,49.94,2499,2541,49.58,205.3,226.02,47.6,1973,2117,48.24,1169,1315,47.06,160,159,50.16,13.69,87.91,822,911,47.43,588,677,46.48,114,101,53.02,19.39,85.08,1151,1206,48.83,581,638,47.66,46,58,44.23,7.92,90.91,2279,2143,51.54,1201,1130,51.52,45,56,44.55,3.75,95.04,8.4,91.18,0.996,0,0
2013:2014,Pittsburgh Penguins,82,4986.8833,4402,4529,49.29,3319,3342,49.83,2454,2359,50.99,208.16,199.64,51.05,2012,1946,50.83,1264,1171,51.91,202,166,54.89,15.98,85.82,757,785,49.09,588,585,50.13,125,102,55.07,21.26,82.56,1255,1161,51.95,676,586,53.57,77,64,54.61,11.39,89.08,2109,2186,49.1,1136,1103,50.74,36,35,50.7,3.17,96.83,9.86,91.35,1.012,1,2
2013:2014,Edmonton Oilers,82,4981.9,4101,5085,44.64,3046,3833,44.28,2209,2696,45.04,202.76,254.32,44.36,2031,2399,45.85,1261,1432,46.83,167,210,44.3,13.24,85.34,790,936,45.77,590,717,45.14,110,134,45.08,18.64,81.31,1241,1463,45.89,671,715,48.41,57,76,42.86,8.49,89.37,1755,2330,42.96,891,1192,42.77,28,53,34.57,3.14,95.55,9.01,90.1,0.991,0,0
2013:2014,San Jose Sharks,82,5021.0,5379,4492,54.49,3999,3206,55.5,2851,2282,55.54,262.82,188.27,58.26,2540,1812,58.36,1525,1122,57.61,190,155,55.07,12.46,86.19,1023,732,58.29,785,534,59.51,140,99,58.58,17.83,81.46,1517,1080,58.41,740,588,55.72,50,56,47.17,6.76,90.48,2417,2151,52.91,1235,1071,53.56,46,35,56.79,3.72,96.73,8.38,91.54,0.999,1,1
2013:2014,St Louis Blues,82,5002.0333,4621,4155,52.65,3429,3034,53.06,2403,2163,52.63,206.74,190.32,52.07,2071,1897,52.19,1197,1114,51.8,185,147,55.72,15.46,86.8,751,680,52.48,562,518,52.04,112,94,54.37,19.93,81.85,1320,1217,52.03,635,596,51.58,73,53,57.94,11.5,91.11,2160,1892,53.31,1128,966,53.87,48,40,54.55,4.26,95.86,9.95,91.31,1.013,1,1
2014:2015,Toronto Maple Leafs,82,4989.9833,4422,5038,46.74,3335,3863,46.33,2397,2748,46.59,207.32,251.8,45.16,2031,2395,45.89,1259,1464,46.24,162,195,45.38,12.87,86.68,824,968,45.98,637,720,46.94,102,118,46.36,16.01,83.61,1207,1427,45.82,622,744,45.53,60,77,43.8,9.65,89.65,2099,2310,47.61,1066,1194,47.17,41,57,41.84,3.85,95.23,8.59,90.65,0.992,0,0
2014:2015,Winnipeg Jets,82,5009.6667,4689,4360,51.82,3401,3240,51.21,2439,2350,50.93,226.42,223.12,50.37,2250,2115,51.55,1342,1273,51.32,184,167,52.42,13.71,86.88,911,872,51.09,650,646,50.15,120,114,51.28,18.46,82.35,1339,1243,51.86,692,627,52.46,64,53,54.7,9.25,91.55,2017,1864,51.97,1019,980,50.98,33,30,52.38,3.24,96.94,9.14,91.32,1.005,1,1
2014:2015,Washington Capitals,82,5001.9333,4736,4601,50.72,3480,3330,51.1,2420,2368,50.54,217.36,206.3,51.31,2174,2074,51.18,1261,1194,51.36,182,155,54.01,14.43,87.02,809,839,49.09,603,619,49.35,104,101,50.73,17.25,83.68,1365,1235,52.5,658,575,53.37,78,54,59.09,11.85,90.61,2186,2160,50.3,1060,1053,50.17,49,39,55.68,4.62,96.3,9.79,91.6,1.014,1,2
2014:2015,Vancouver Canucks,82,4979.8167,4429,4593,49.09,3354,3377,49.83,2454,2447,50.07,211.31,230.29,47.85,2096,2310,47.57,1256,1332,48.53,188,180,51.09,14.97,86.49,888,941,48.55,653,698,48.33,133,120,52.57,20.37,82.81,1208,1369,46.88,603,634,48.75,55,60,47.83,9.12,90.54,2002,1982,50.25,1076,1034,51.0,36,35,50.7,3.35,96.62,9.62,91.01,1.006,1,1
2014:2015,Tampa Bay Lightning,82,4977.0333,4507,4283,51.27,3356,3185,51.31,2428,2287,51.5,213.81,197.22,52.02,2195,1975,52.64,1359,1250,52.09,203,163,55.46,14.94,86.96,887,780,53.21,679,599,53.13,134,99,57.51,19.73,83.47,1308,1195,52.26,680,651,51.09,69,64,51.88,10.15,90.17,2026,2034,49.9,1003,974,50.73,50,38,56.82,4.99,96.1,10.67,90.99,1.017,1,4
2014:2015,St Louis Blues,82,5005.7667,4621,4295,51.83,3529,3122,53.06,2536,2233,53.18,221.62,192.5,53.52,2211,1998,52.53,1365,1232,52.56,193,155,55.46,14.14,87.42,789,696,53.13,605,534,53.12,106,101,51.21,17.52,81.09,1422,1302,52.2,760,698,52.13,87,54,61.7,11.45,92.26,2086,1936,51.86,1092,922,54.22,42,38,52.5,3.85,95.88,9.42,91.18,1.006,1,1
2014:2015,San Jose Sharks,82,4981.5667,5097,4713,51.96,3691,3421,51.9,2592,2436,51.55,246.95,220.06,52.88,2284,2095,52.16,1378,1284,51.77,175,186,48.48,12.7,85.51,979,864,53.12,746,666,52.83,123,132,48.24,16.49,80.18,1305,1231,51.46,632,618,50.56,52,54,49.06,8.23,91.26,2333,2196,51.51,1109,1068,50.94,41,36,53.25,3.7,96.63,8.64,90.72,0.994,0,0
2014:2015,Pittsburgh Penguins,82,5001.4667,4676,4334,51.9,3511,3240,52.01,2594,2401,51.93,222.32,212.1,51.18,2129,1990,51.69,1362,1277,51.61,185,172,51.82,13.58,86.53,874,852,50.64,683,672,50.41,134,113,54.25,19.62,83.18,1255,1138,52.44,679,605,52.88,51,59,46.36,7.51,90.25,2138,1974,51.99,1121,1024,52.26,31,27,53.45,2.77,97.36,8.37,91.5,0.999,1,1
2014:2015,Philadelphia Flyers,82,5021.3667,4628,4692,49.66,3353,3444,49.33,2413,2481,49.31,211.17,223.0,48.64,1991,1989,50.03,1197,1180,50.36,173,180,49.01,14.45,84.75,821,870,48.55,613,652,48.46,116,129,47.35,18.92,80.21,1170,1119,51.11,584,528,52.52,57,51,52.78,9.76,90.34,2199,2263,49.28,1103,1192,48.06,35,40,46.67,3.17,96.64,8.79,91.01,0.998,0,0
2014:2015,Ottawa Senators,82,5026.05,4813,4615,51.05,3513,3570,49.6,2540,2635,49.08,230.7,212.9,52.01,2193,2005,52.24,1307,1236,51.4,196,151,56.48,15.0,87.78,918,845,52.07,695,626,52.61,138,104,57.02,19.86,83.39,1275,1160,52.36,612,610,50.08,58,47,55.24,9.48,92.3,2209,2237,49.69,1132,1303,46.49,29,52,35.8,2.56,96.01,9.13,92.11,1.012,1,1
2014:2015,New York Rangers,82,4983.0667,4620,4569,50.28,3478,3410,50.49,2582,2418,51.64,235.73,220.46,51.67,2227,2101,51.46,1379,1225,52.96,205,150,57.75,14.87,87.76,988,955,50.85,752,680,52.51,149,107,58.2,19.81,84.26,1239,1146,51.95,627,545,53.5,56,43,56.57,8.93,92.11,2032,2109,49.07,1085,1101,49.63,37,33,52.86,3.41,97.0,9.6,92.27,1.019,1,3
2014:2015,New Jersey Devils,82,4998.0667,3703,4391,45.75,2785,3349,45.4,2009,2518,44.38,178.58,214.73,45.4,1773,2063,46.22,1110,1360,44.94,137,167,45.07,12.34,87.72,680,843,44.65,515,693,42.63,91,109,45.5,17.67,84.27,1093,1220,47.25,595,667,47.15,46,58,44.23,7.73,91.3,1726,2033,45.92,863,1080,44.42,35,36,49.3,4.06,96.67,8.76,91.7,1.005,0,0
2014:2015,Nashville Predators,82,5009.8833,4882,4385,52.68,3632,3205,53.12,2614,2318,53.0,214.52,194.35,52.47,2116,1842,53.46,1276,1107,53.55,173,154,52.91,13.56,86.09,782,733,51.62,579,552,51.19,121,104,53.78,20.9,81.16,1334,1109,54.6,697,555,55.67,52,50,50.98,7.46,90.99,2398,2139,52.85,1289,1126,53.37,50,41,54.95,3.88,96.36,8.65,91.29,0.999,1,1
2014:2015,Montreal Canadiens,82,5007.15,4527,4821,48.43,3239,3415,48.68,2334,2470,48.58,204.65,219.45,48.25,1944,2194,46.98,1147,1252,47.81,159,151,51.29,13.86,87.94,809,902,47.28,602,651,48.04,101,110,47.87,16.78,83.1,1135,1292,46.77,545,601,47.56,58,41,58.59,10.64,93.18,2216,2192,50.27,1111,1112,49.98,51,29,63.75,4.59,97.39,9.17,92.55,1.017,1,2
2014:2015,Minnesota Wild,82,4973.4667,4593,4410,51.02,3477,3177,52.25,2522,2266,52.67,221.84,181.81,54.96,2049,1879,52.16,1265,1117,53.11,186,159,53.91,14.7,85.77,886,688,56.29,678,517,56.74,134,100,57.26,19.76,80.66,1163,1191,49.41,587,600,49.45,52,59,46.85,8.86,90.17,2166,2106,50.7,1200,1073,52.79,35,35,50.0,2.92,96.74,9.0,91.26,1.003,1,2
2014:2015,New York Islanders,82,5007.9,5127,4544,53.01,3814,3221,54.21,2771,2321,54.42,272.6,223.04,55.0,2733,2365,53.61,1717,1403,55.03,205,187,52.3,11.94,86.67,1223,931,56.78,933,741,55.73,142,117,54.83,15.22,84.21,1510,1434,51.29,784,662,54.22,63,70,47.37,8.04,89.43,1983,1794,52.5,963,820,54.01,31,33,48.44,3.22,95.98,8.84,90.35,0.992,1,1
2014:2015,Florida Panthers,82,5022.6,4455,4333,50.69,3397,3332,50.48,2517,2424,50.94,205.15,198.63,50.81,1938,1880,50.76,1261,1196,51.32,154,165,48.28,12.21,86.2,746,766,49.34,603,574,51.23,98,100,49.49,16.25,82.58,1192,1114,51.69,658,622,51.41,56,65,46.28,8.51,89.55,2145,2142,50.03,1145,1157,49.74,41,45,47.67,3.58,96.11,7.87,91.21,0.991,0,0
2014:2015,Anaheim Ducks,82,5002.7333,4719,4522,51.07,3578,3360,51.57,2458,2367,50.94,228.22,214.82,51.51,2257,2074,52.11,1300,1237,51.24,185,180,50.68,14.23,85.45,895,843,51.5,659,623,51.4,122,123,49.8,18.51,80.26,1362,1231,52.53,641,614,51.08,63,57,52.5,9.83,90.72,2126,2069,50.68,1058,1011,51.14,34,37,47.89,3.21,96.34,9.28,90.66,0.999,1,3
2014:2015,Arizona Coyotes,82,4995.4333,4619,5061,47.72,3385,3790,47.18,2393,2722,46.78,201.91,239.79,45.71,1983,2369,45.57,1138,1444,44.07,136,216,38.64,11.95,85.04,796,1003,44.25,567,756,42.86,80,151,34.63,14.11,80.03,1187,1366,46.49,571,688,45.35,56,65,46.28,9.81,90.55,2201,2341,48.46,1128,1192,48.62,28,44,38.89,2.48,96.31,6.9,90.19,0.971,0,0
2014:2015,Los Angeles Kings,82,4990.7167,4889,4150,54.09,3645,3158,53.58,2536,2215,53.38,217.93,197.39,52.47,2074,1923,51.89,1220,1144,51.61,172,159,51.96,14.1,86.1,828,755,52.31,601,564,51.59,123,105,53.95,20.47,81.38,1246,1168,51.62,619,580,51.63,49,54,47.57,7.92,90.69,2378,1884,55.8,1201,978,55.12,42,30,58.33,3.5,96.93,8.6,91.11,0.997,0,0
2014:2015,Boston Bruins,82,5025.3167,4817,4420,52.15,3550,3373,51.28,2546,2449,50.97,204.21,190.86,51.69,2039,1936,51.3,1239,1210,50.59,154,158,49.36,12.43,86.94,819,722,53.15,606,554,52.24,109,106,50.7,17.99,80.87,1220,1214,50.12,633,656,49.11,45,52,46.39,7.11,92.07,2404,2164,52.63,1174,1127,51.02,49,37,56.98,4.17,96.72,8.21,91.79,1.0,0,0
2014:2015,Buffalo Sabres,82,4989.6167,3446,5629,37.97,2640,4096,39.19,1984,2921,40.45,165.23,250.72,39.72,1576,2573,37.99,1015,1520,40.04,126,217,36.73,12.41,85.72,760,1012,42.89,609,750,44.81,95,145,39.58,15.6,80.67,816,1561,34.33,406,770,34.52,31,72,30.1,7.64,90.65,1585,2623,37.67,900,1337,40.23,25,49,33.78,2.78,96.34,7.71,90.79,0.985,0,0
2014:2015,Carolina Hurricanes,82,4999.0167,4848,4311,52.93,3549,3221,52.42,2524,2237,53.01,228.23,208.98,52.2,2172,2053,51.41,1247,1196,51.04,142,182,43.83,11.39,84.78,894,884,50.28,644,631,50.51,94,135,41.05,14.6,78.61,1278,1169,52.23,603,565,51.63,48,47,50.53,7.96,91.68,2271,1922,54.16,1213,973,55.49,37,32,53.62,3.05,96.71,7.25,90.21,0.975,0,0
2014:2015,Calgary Flames,82,4990.9667,4387,4995,46.76,3142,3438,47.75,2252,2392,48.49,207.81,214.71,49.18,2025,2217,47.74,1229,1289,48.81,192,175,52.32,15.62,86.42,812,875,48.13,614,651,48.54,125,110,53.19,20.36,83.1,1213,1342,47.48,615,638,49.08,67,65,50.76,10.89,89.81,2018,2291,46.83,965,1008,48.91,39,34,53.42,4.04,96.63,10.52,91.1,1.016,1,2
2014:2015,Colorado Avalanche,82,5014.8667,4087,5182,44.09,3053,3791,44.61,2286,2719,45.67,186.92,244.95,43.28,1834,2344,43.9,1158,1412,45.06,160,173,48.05,13.82,87.75,750,998,42.91,577,747,43.58,113,121,48.29,19.58,83.8,1084,1346,44.61,581,665,46.63,47,52,47.47,8.09,92.18,1867,2339,44.39,1019,1219,45.53,45,41,52.33,4.42,96.64,9.14,91.8,1.009,0,0
2014:2015,Columbus Blue Jackets,82,4998.1167,4215,4747,47.03,3190,3667,46.52,2366,2742,46.32,205.45,237.84,46.35,2057,2227,48.02,1293,1445,47.22,180,206,46.63,13.92,85.74,887,904,49.53,699,727,49.02,130,141,47.97,18.6,80.61,1170,1323,46.93,594,718,45.27,50,65,43.48,8.42,90.95,1871,2170,46.3,1020,1211,45.72,43,40,51.81,4.22,96.7,9.59,90.96,1.005,0,0
2014:2015,Dallas Stars,82,4977.6167,5104,4708,52.02,3749,3461,52.0,2558,2454,51.04,245.58,227.52,51.91,2501,2209,53.1,1428,1325,51.87,215,211,50.47,15.06,84.08,997,912,52.23,695,672,50.84,136,146,48.23,19.57,78.27,1504,1297,53.7,733,653,52.89,79,65,54.86,10.78,90.05,2147,2057,51.07,1032,1036,49.9,35,40,46.67,3.39,96.14,10.05,89.53,0.996,0,0
2014:2015,Detroit Red Wings,82,5017.65,4499,4046,52.65,3350,3138,51.63,2429,2322,51.13,221.69,199.74,52.6,2106,1821,53.63,1271,1151,52.48,184,164,52.87,14.48,85.75,868,717,54.76,671,556,54.69,128,114,52.89,19.08,79.5,1238,1104,52.86,600,595,50.21,56,50,52.83,9.33,91.6,2045,1914,51.65,1069,1086,49.61,42,41,50.6,3.93,96.22,9.51,90.91,1.004,1,1
2014:2015,Edmonton Oilers,82,5004.2333,4492,4692,48.91,3268,3487,48.38,2331,2464,48.61,205.07,230.8,47.05,1958,2244,46.6,1201,1357,46.95,163,210,43.7,13.57,84.52,757,932,44.82,564,686,45.12,109,141,43.6,19.33,79.45,1201,1312,47.79,637,671,48.7,54,69,43.9,8.48,89.72,2070,2056,50.17,1034,1035,49.98,26,59,30.59,2.51,94.3,8.28,88.8,0.971,0,0
2014:2015,Chicago Blackhawks,82,4996.4333,5109,4316,54.21,3713,3276,53.13,2777,2477,52.85,229.36,209.77,52.23,2333,1989,53.98,1418,1286,52.44,173,154,52.91,12.2,88.02,919,894,50.69,723,698,50.88,117,111,51.32,16.18,84.1,1414,1095,56.36,695,588,54.17,56,43,56.57,8.06,92.69,2342,1985,54.13,1306,1130,53.61,45,29,60.81,3.45,97.43,7.92,92.49,1.004,1,5
2015:2016,Edmonton Oilers,82,4981.8667,4513,4782,48.55,3283,3549,48.05,2387,2549,48.36,211.17,232.86,47.56,2109,2259,48.28,1323,1392,48.73,170,192,46.96,12.85,86.21,856,924,48.09,659,676,49.36,116,126,47.93,17.6,81.36,1253,1335,48.42,664,716,48.12,54,66,45.0,8.13,90.78,2012,2132,48.55,989,1092,47.53,28,43,39.44,2.83,96.06,8.34,90.51,0.988,0,0
2015:2016,Minnesota Wild,82,4978.5,4379,4560,48.99,3277,3351,49.44,2375,2347,50.3,205.99,195.79,51.27,1965,1972,49.91,1191,1192,49.98,169,154,52.32,14.19,87.08,843,814,50.88,635,612,50.92,116,104,52.73,18.27,83.01,1122,1158,49.21,556,580,48.94,53,50,51.46,9.53,91.38,2033,2141,48.71,1128,1069,51.34,36,42,46.15,3.19,96.07,8.97,91.31,1.003,1,1
